file,speaker,theme_id,transaction_type,move_number,move_type,index,theme_index,duration,text
q1ec1,g,11,normal,44,explain,70,4,6.127599999999973,on the right-hand side there's a nuclear test site before right before reaching the top of that northbound
q1ec1,g,12,normal,45,instruct,71,1,2.1242999999999768,and then you're going to turn back west
q1ec1,g,12,normal,46,explain,72,2,1.6519999999999868,and above that there's an east lake
q1ec1,f,12,normal,27,acknowledge,73,3,0.7608000000000175,oh right okay
q1ec1,g,12,normal,47,acknowledge,74,4,0.19429999999999836,yeah
q1ec1,f,12,normal,28,acknowledge,75,5,0.32150000000001455,mmhmm
q1ec1,g,12,normal,48,instruct,76,6,1.1299000000000206,and that's the finish
q1ec1,f,12,normal,29,explain,77,7,0.584199999999953,slightly different
q1ec2,g,1,normal,1,ready,1,1,0.2932,right
q1ec2,g,1,normal,2,instruct,2,2,1.3108000000000002,start off facing north
q1ec2,g,1,normal,3,align,3,3,0.23720000000000008,right
q1ec2,g,1,normal,4,instruct,4,4,9.850399999999993,turn to your left and walk forward then to your left again keep walking forward 'til you come to the site of a plane crash go right roundabout it and turn to your right so you end up facing north again
q1ec2,f,2,review,1,instruct,5,1,1.1734000000000009,could you just slow down a bit please
q1ec2,g,2,review,5,acknowledge,6,2,0.4100999999999999,sorry
q1ec2,f,2,review,2,check,7,3,1.687100000000001,so i have to walk straight ahead from the start
q1ec2,g,2,review,6,reply_y,8,4,0.3417999999999992,mmhmm
q1ec2,f,2,review,3,check,9,5,1.055500000000002,and then turn right
q1ec2,g,2,review,7,reply_y,10,6,0.31319999999999837,mmhmm
q1ec2,g,2,review,8,clarify,11,7,1.425699999999999,just go a couple of steps
q1ec2,f,2,review,4,acknowledge,12,8,0.3125,mmhmm
q1ec2,g,2,review,9,clarify,13,9,0.9177999999999926,pass pass the pass
q1ec2,f,2,review,5,query_yn,14,10,1.657399999999999,have i to pass pass by the waterhole
q1ec2,g,2,review,10,ready,15,11,0.19610000000000127,well
q1ec2,g,2,review,11,reply_w,16,12,1.738199999999999,it's stony desert that's what i've got here
q1ec2,f,2,review,6,uncodable,17,13,0.4954000000000036,erm
q1ec2,g,2,review,12,reply_w,18,14,0.10580000000000211,but
q1ec2,f,2,review,7,ready,19,15,0.23610000000000042,now
q1ec2,f,2,review,8,align,20,16,3.307399999999994,i'm starting off from the s-- just above to the north of the stony desert
q1ec2,g,2,review,13,reply_y,21,17,0.267000000000003,mmhmm
q1ec2,f,2,review,9,ready,22,18,0.43710000000000093,erm
q1ec2,f,2,review,10,query_yn,23,19,1.6417999999999964,have i to pass by the savannah
q1ec2,g,2,review,14,reply_n,24,20,0.23450000000000415,no
q1ec2,g,2,review,15,clarify,25,21,0.9971999999999923,you've to come down
q1ec2,f,2,review,11,uncodable,26,22,0.39979999999999905,erm
q1ec2,g,2,review,16,clarify,27,23,1.9439000000000064,and round past the site of the plane crash
q1ec2,g,2,review,17,align,28,24,0.1844999999999999,no
q1ec2,f,2,review,12,ready,29,25,0.4649999999999963,erm
q1ec2,f,2,review,13,explain,30,26,3.315099999999987,erm plane crash is to north of where i am
q1ec2,g,2,review,18,ready,31,27,0.26020000000001176,well
q1ec2,g,2,review,19,query_yn,32,28,2.8092999999999932,is there no one right at the bottom left-hand side of the page
q1ec2,f,2,review,14,reply_n,33,29,0.20939999999998804,no
q1ec2,g,2,review,20,acknowledge,34,30,0.3622000000000014,okay
q1ec2,g,2,review,21,ready,35,31,0.17790000000000816,well
q1ec2,g,2,review,22,instruct,36,32,2.443799999999996,come to walk right to the right-hand side of the page
q1ec2,f,2,review,15,acknowledge,37,33,0.47039999999999793,okay
q1ec2,g,2,review,23,instruct,38,34,0.998100000000008,eh left-hand sorry
q1ec2,f,2,review,16,acknowledge,39,35,0.24759999999999138,okay
q1ec2,g,3,normal,24,query_yn,40,1,1.7198999999999955,erm have you got a collapsed shelter
q1ec2,f,3,normal,17,reply_y,41,2,0.8426999999999936,yes i do
q1ec2,g,3,normal,25,acknowledge,42,3,0.2312999999999903,right
q1ec2,f,3,normal,18,acknowledge,43,4,0.4188999999999936,uh-huh
q1ec2,g,4,normal,26,instruct,44,1,3.009699999999981,you've to go up north and then round the collapsed shelter
q1ec2,g,4,normal,27,query_yn,45,2,1.5331999999999937,erm do you meet the savannah
q1ec2,f,4,normal,19,ready,46,3,0.5180999999999898,erm
q1ec2,f,4,normal,20,reply_w,47,4,4.830100000000016,mm now when i when i go round past the collapsed shelter my the savannah is to my right
q1ec2,g,4,normal,28,acknowledge,48,5,0.345799999999997,mmhmm
q1ec2,f,4,normal,21,acknowledge,49,6,0.33079999999999643,okay
q1ec2,g,4,normal,29,ready,50,7,0.257000000000005,well
q1ec2,g,4,normal,30,instruct,51,8,0.7938000000000045,walking east
q1ec2,f,4,normal,22,acknowledge,52,9,1.3730000000000047,that's east okay okay
q1ec2,f,4,normal,23,align,53,10,3.495599999999996,that's i'll change direction and walk east now towards the savannah past the collapsed shelter
q1ec2,g,4,normal,31,reply_y,54,11,0.22790000000000532,mmhmm
q1ec2,f,4,normal,24,acknowledge,55,12,0.528499999999994,okay
q1ec2,g,5,normal,32,instruct,56,1,3.658999999999935,when you get to the savannah t-- before you ge-- turn to your left so you're heading north again
q1ec2,f,5,normal,25,acknowledge,57,2,0.6050999999999931,okay
q1ec2,g,5,normal,33,instruct,58,3,1.91700000000003,until you you get over the top of the slate mountain
q1ec2,f,5,normal,26,query_w,59,4,1.0089000000000112,over the top of the
q1ec2,g,5,normal,34,reply_w,60,5,0.70150000000001,slate mountain
q1ec2,f,5,normal,27,explain,61,6,0.9688999999999908,don't have a slate mountain
q1ec2,g,5,normal,35,acknowledge,62,7,0.30630000000002156,mm
q1ec2,f,5,normal,28,explain,63,8,1.992999999999995,eh i've got some hot springs and elephants
q1ec2,g,5,normal,36,ready,64,9,0.17789999999999395,well
q1ec2,g,5,normal,37,explain,65,10,1.9301000000000101,the hot wells are after the slate mountain
q1ec2,g,5,normal,38,ready,66,11,0.3558000000000163,ehm
q1ec2,g,5,normal,39,instruct,67,12,3.953900000000033,just walk up t-- to the north to about the height of hot wells the hot springs
q1ec2,f,5,normal,29,acknowledge,68,13,0.8611000000000217,okay okay okay
q1ec2,g,6,normal,40,instruct,69,1,2.214100000000002,turn to your right well left sorry
q1ec2,f,6,normal,30,acknowledge,70,2,0.2980000000000018,mmhmm
q1ec2,g,6,normal,41,instruct,71,3,1.4285999999999888,and down below the springs
q1ec2,f,6,normal,31,check,72,4,1.241500000000002,walk walk below the springs
q1ec2,g,6,normal,42,reply_y,73,5,0.3919999999999959,uh-huh
q1ec2,f,6,normal,32,acknowledge,74,6,0.3755000000000166,right
q1ec2,g,7,normal,43,instruct,75,1,1.8056000000000267,then turn to face north again
q1ec2,f,7,normal,33,acknowledge,76,2,0.327699999999993,uh-huh
q1ec2,g,7,normal,44,query_yn,77,3,0.7904000000000053,have you got a white mountain
q1ec2,f,7,normal,34,reply_y,78,4,0.3212000000000046,yes
q1ec2,f,7,normal,35,explain,79,5,1.221900000000005,i have a white mountain to my north
q1ec2,g,7,normal,45,acknowledge,80,6,0.26189999999999714,right
q1ec2,g,7,normal,46,instruct,81,7,3.0702,up past up on the left of the white mountain walk right up past
q1ec2,f,7,normal,36,acknowledge,82,8,0.39529999999999177,uh-huh
q1ec2,g,8,normal,47,query_yn,83,1,1.8189000000000135,erm do you have a lake right up at the top
q1ec2,f,8,normal,37,reply_y,84,2,0.6769000000000176,yes uh-huh
q1ec2,g,8,normal,48,acknowledge,85,3,0.17390000000000327,right
q1ec2,g,8,normal,49,instruct,86,4,2.3292999999999893,walk keep walking north 'til you get to the level of the lake
q1ec2,f,8,normal,38,acknowledge,87,5,0.37709999999998445,uh-huh
q1ec2,g,9,normal,50,instruct,88,1,1.0073999999999899,then walk right round it
q1ec2,f,9,normal,39,acknowledge,89,2,0.3442000000000007,uh-huh
q1ec2,g,10,normal,51,query_yn,90,1,0.7476999999999805,roman baths
q1ec2,f,10,normal,40,reply_n,91,2,1.9794000000000267,roman baths don't have any roman baths at all
q1ec2,g,10,normal,52,ready,92,3,0.15899999999999181,well
q1ec2,g,10,normal,53,instruct,93,4,2.868600000000015,when you come round the lake stick close round the edge
q1ec2,f,10,normal,41,acknowledge,94,5,0.337600000000009,uh-huh
q1ec2,g,10,normal,54,instruct,95,6,1.9396000000000129,and come back the way you came well only halfway
q1ec2,f,10,normal,42,acknowledge,96,7,0.28489999999999327,mmhmm
q1ec2,g,10,normal,55,align,97,8,0.20640000000000214,right
q1ec2,f,10,normal,43,check,98,9,1.809800000000024,back round past the white mountain
q1ec2,g,10,normal,56,reply_n,99,10,0.2978999999999985,no
q1ec2,g,10,normal,57,clarify,100,11,2.118300000000005,right just come back about the length of the lake
q1ec2,f,10,normal,44,acknowledge,101,12,0.4216000000000122,uh-huh
q1ec2,g,10,normal,58,query_yn,102,13,1.0084999999999695,erm roman baths
q1ec2,g,10,normal,59,reply_n,103,14,0.20750000000001023,no
q1ec2,g,10,normal,60,explain,104,15,0.8984999999999843,you said you didn't have that
q1ec2,f,10,normal,45,reply_n,105,16,0.9139999999999873,don't have any roman baths
q1ec2,g,11,normal,61,query_yn,106,1,0.7312000000000012,antelopes
q1ec2,f,11,normal,46,explain,107,2,0.8382000000000005,i've got some round r--
q1ec2,f,11,normal,47,reply_y,108,3,0.24869999999998527,yes
q1ec2,f,11,normal,48,explain,109,4,1.6219999999999857,i've got some antelopes right in the centre
q1ec2,g,11,normal,62,ready,110,5,0.28649999999998954,well
q1ec2,g,11,normal,63,explain,111,6,4.370400000000018,on a-- this map the roman baths are there are at the top below the lake and then it's the antelope
q1ec2,f,11,normal,49,acknowledge,112,7,0.8662000000000205,right okay
q1ec2,f,11,normal,50,query_yn,113,8,3.423700000000025,so you want me to go between the antelopes and the position of the roman bath
q1ec2,g,11,normal,64,reply_w,114,9,6.841100000000068,well it one is just below the other and it's come down to the way you'll be facing it'll be your left the roman baths and the antelopes will be to your left
q1ec2,f,11,normal,51,acknowledge,115,10,0.7031000000000063,right okay then
q1ec2,f,11,normal,52,ready,116,11,0.11360000000001946,right
q1ec2,f,11,normal,53,check,117,12,2.1327,so i've to go down to so that the antelopes are to my left
q1ec2,f,12,review,54,query_w,118,1,0.9484000000000492,and what about this lake
q1ec2,f,12,review,55,explain,119,2,2.1277999999999224,i'm still i've still gone halfway back round the lake again
q1ec2,g,12,review,65,uncodable,120,3,0.3129000000000133,erm
q1ec2,g,12,review,66,ready,121,4,0.11270000000001801,right
q1ec2,g,12,review,67,align,122,5,1.5051000000000272,your lake is on the right top right
q1ec2,f,12,review,56,reply_y,123,6,0.30630000000002156,okay
q1ec2,g,12,review,68,ready,124,7,0.9708999999999719,right er
q1ec2,g,12,review,69,instruct,125,8,3.5223000000000297,and you're to walk erm that way round the lake to-- the roman baths were there
q1ec2,f,12,review,57,acknowledge,126,9,0.45949999999999136,okay
q1ec2,g,12,review,70,uncodable,127,10,0.33269999999998845,erm
q1ec2,f,12,review,58,explain,128,11,1.1459999999999013,i just score this bit out a minute
q1ec2,f,12,review,59,ready,129,12,0.1893000000000029,right
q1ec2,f,12,review,60,check,130,13,1.483699999999999,so sort of underneath the lake then
q1ec2,g,12,review,71,clarify,131,14,1.9372999999999365,er right round and come back under it
q1ec2,f,12,review,61,acknowledge,132,15,0.5599000000000274,right round
q1ec2,f,12,review,62,acknowledge,133,16,1.730799999999988,right that's that right okay okay
q1ec2,g,13,review,72,ready,134,1,0.2074999999999818,right
q1ec2,g,13,review,73,instruct,135,2,1.6178999999999633,and straight down to the antelopes
q1ec2,f,13,review,63,acknowledge,136,3,0.2898999999999887,uh-huh
q1ec2,g,14,normal,74,instruct,137,1,1.9992000000000871,erm and it goes round the bottom of the antelopes
q1ec2,f,14,normal,64,acknowledge,138,2,0.30459999999999354,mmhmm
q1ec2,g,14,normal,75,instruct,139,3,2.859399999999937,on my map it's eh right to the go to the right
q1ec2,f,14,normal,65,acknowledge,140,4,0.349200000000053,mmhmm
q1ec2,g,14,normal,76,instruct,141,5,1.1428000000000225,i think that's me at the finish
q1ec2,g,14,normal,77,query_yn,142,6,1.6533000000000015,just is there a site of the plane crash
q1ec2,f,14,normal,66,reply_w,143,7,1.9628999999999905,uh-huh i've got that i've got a site of plane crash
q1ec2,g,14,normal,78,instruct,144,8,1.2682000000000357,well it's just below there
q1ec2,f,14,normal,67,acknowledge,145,9,0.7558999999999969,just below that
q1ec2,f,14,normal,68,check,146,10,0.47270000000003165,and that's it
q1ec2,g,14,normal,79,reply_y,147,11,0.44450000000006185,think so
q1ec3,g,1,normal,1,ready,1,1,0.2926,okay
q1ec3,g,1,normal,2,instruct,2,2,2.0645,start off above the diamond mine
q1ec3,f,1,normal,1,acknowledge,3,3,0.4691000000000001,okay yeah
q1ec3,g,1,normal,3,align,4,4,0.34079999999999977,right
q1ec3,g,1,normal,4,ready,5,5,0.25430000000000064,now
q1ec3,g,1,normal,5,instruct,6,6,4.5285,go south from the diamond mine until you are just above the desert
q1ec3,f,1,normal,2,query_yn,7,7,2.3022000000000027,so that's with the diamond mine on on your right
q1ec3,g,1,normal,6,reply_y,8,8,1.0541000000000018,that's that's correct uh-huh
q1ec3,g,2,normal,7,instruct,9,1,2.0817000000000014,and go below the diamond mine
q1ec3,f,2,normal,3,acknowledge,10,2,0.32319999999999993,mmhmm
q1ec3,g,2,normal,8,instruct,11,3,3.7531,and below the graveyard below the graveyard but above the carved wooden pole
q1ec3,f,2,normal,4,explain,12,4,1.5693999999999981,oh hang on i don't have a graveyard
q1ec3,g,2,normal,9,ready,13,5,0.21280000000000143,okay
q1ec3,g,2,normal,10,check,14,6,0.9089999999999989,so you don't have a graveyard
q1ec3,g,2,normal,11,query_yn,15,7,1.7508000000000052,do you have a fast flowing river
q1ec3,f,2,normal,5,reply_w,16,8,1.0590000000000046,fast running creek
q1ec3,g,2,normal,12,explain,17,9,3.037700000000001,ehm mm don't know yeah it could be could be
q1ec3,f,2,normal,6,query_yn,18,10,2.882099999999994,is that to the right that'll be to my right to my right
q1ec3,g,2,normal,13,check,19,11,0.6965000000000003,to your
q1ec3,g,2,normal,14,reply_y,20,12,0.6865000000000023,right uh-huh
q1ec3,f,2,normal,7,ready,21,13,0.210799999999999,right
q1ec3,f,2,normal,8,check,22,14,2.596999999999987,so i continue and go below the fast running creek
q1ec3,g,2,normal,15,reply_n,23,15,0.21110000000000184,no
q1ec3,g,2,normal,16,clarify,24,16,4.766799999999996,go just until you go go below the diamond mine until just before the fast fast flowing river
q1ec3,f,2,normal,9,explain,25,17,1.2169000000000025,i don't have a fast flowing river
q1ec3,g,2,normal,17,check,26,18,1.0537000000000134,you have a fast flowing creek
q1ec3,f,2,normal,10,reply_y,27,19,1.4245000000000019,i've a fast flowing running creek
q1ec3,f,2,normal,11,explain,28,20,1.534799999999997,which is on the far right-hand corner
q1ec3,g,2,normal,18,acknowledge,29,21,0.26259999999999906,mmhmm
q1ec3,g,2,normal,19,uncodable,30,22,0.48870000000000857,um
q1ec3,f,2,normal,12,check,31,23,0.5960999999999927,so you have
q1ec3,g,3,review,20,ready,32,1,0.2055999999999898,well
q1ec3,g,3,review,21,query_yn,33,2,1.4333000000000027,do you have an apache camp
q1ec3,f,3,review,13,reply_y,34,3,1.1396999999999906,yeah got an apache camp
q1ec3,g,3,review,22,acknowledge,35,4,0.2552000000000021,okay
q1ec3,f,3,review,14,explain,36,5,2.6475000000000364,but that's like at forty-five degrees south east
q1ec3,g,3,review,23,acknowledge,37,6,0.1828000000000003,right
q1ec3,g,3,review,24,ready,38,7,0.5032999999999959,okay then
q1ec3,g,3,review,25,ready,39,8,0.09309999999999263,right
q1ec3,g,3,review,26,instruct,40,9,1.256699999999995,you're going to go below the diamond mine
q1ec3,f,3,review,15,acknowledge,41,10,0.3178999999999945,right
q1ec3,g,4,review,27,query_yn,42,1,0.8044000000000011,do you have a graveyard
q1ec3,f,4,review,16,reply_n,43,2,1.2976000000000028,no no graveyard
q1ec3,g,4,review,28,check,44,3,0.769599999999997,don't have a graveyard
q1ec3,f,4,review,17,reply_n,45,4,0.28660000000000707,no
q1ec3,g,4,review,29,query_yn,46,5,0.8726999999999947,do you have a desert
q1ec3,f,4,review,18,reply_y,47,6,0.9914999999999878,yes got a desert
q1ec3,f,4,review,19,explain,48,7,2.554099999999991,which if i continue straight down past the diamond mine
q1ec3,g,4,review,30,instruct,49,8,3.261799999999994,no don't go don't go any further than the desert don't go onto the desert
q1ec3,f,4,review,20,acknowledge,50,9,0.2453999999999894,okay
q1ec3,f,4,review,21,check,51,10,1.3420999999999879,so i'm still below the diamond mine
q1ec3,g,4,review,31,align,52,11,0.1844999999999999,right
q1ec3,g,4,review,32,reply_y,53,12,1.0852000000000004,you d-- uh-huh below the diamond mine
q1ec3,f,4,review,22,acknowledge,54,13,0.4742999999999995,right okay
q1ec3,g,4,review,33,instruct,55,14,1.25330000000001,and then go to your right
q1ec3,f,4,review,23,acknowledge,56,15,1.0460000000000065,my right right okay
q1ec3,g,4,review,34,check,57,16,1.9612000000000194,you've got neither a graveyard nor a fast flowing river
q1ec3,f,4,review,24,reply_w,58,17,1.1724999999999994,i've got a fast running creek
q1ec3,g,4,review,35,acknowledge,59,18,3.336100000000002,okay right you've got a fast flowing fast running creek
q1ec3,g,4,review,36,explain,60,19,1.700400000000002,i don't have a fast running creek
q1ec3,f,4,review,25,acknowledge,61,20,0.7085000000000008,how unlucky
q1ec3,g,4,review,37,explain,62,21,1.9114000000000004,so ehm ehm i'm kind of stuck
q1ec3,f,5,irrelevant,26,query_yn,63,1,1.5760000000000502,can i just go straight to the saloon bar
q1ec3,g,5,irrelevant,38,reply_n,64,2,1.2704000000000235,erm mark no just wait
q1ec3,g,5,irrelevant,39,explain,65,3,1.8980999999999995,i know you're thirsty but just wait 'til you get to the desert
q1ec3,f,5,irrelevant,27,acknowledge,66,4,0.4644000000000119,right okay
q1ec3,g,6,review,40,uncodable,67,1,0.5951000000000022,erm
q1ec3,g,6,review,41,ready,68,2,0.8216000000000179,well okay then right
q1ec3,g,6,review,42,explain,69,3,1.364500000000021,you've got a creek i've got a river
q1ec3,f,6,review,28,acknowledge,70,4,0.34250000000000114,yes
q1ec3,g,6,review,43,explain,71,5,1.422900000000027,so they must be linked somehow
q1ec3,f,6,review,29,acknowledge,72,6,0.2997000000000014,yeah
q1ec3,g,6,review,44,instruct,73,7,2.223899999999958,so do you want to just go along to your right
q1ec3,f,6,review,30,acknowledge,74,8,0.4216000000000122,okay
q1ec3,g,7,normal,45,instruct,75,1,2.7783000000000015,and then go up and over the top of where the creek is
q1ec3,f,7,normal,31,acknowledge,76,2,0.4678000000000111,right okay
q1ec3,g,8,normal,46,instruct,77,1,1.3739999999999952,and then down south again
q1ec3,f,8,normal,32,acknowledge,78,2,0.36230000000000473,okay
q1ec3,g,8,normal,47,instruct,79,3,3.0408000000000186,down south again until just above the apache camp
q1ec3,f,8,normal,33,acknowledge,80,4,0.5203999999999951,right okay
q1ec3,g,9,normal,48,instruct,81,1,3.4477999999999724,and pass that by go to your sou-- southwest of the apache camp
q1ec3,f,9,normal,34,check,82,2,0.8549999999999898,passing above it
q1ec3,g,9,normal,49,reply_y,83,3,0.24930000000000518,uh-huh
q1ec3,f,9,normal,35,check,84,4,1.0704000000000065,but to the southwest
q1ec3,g,9,normal,50,reply_y,85,5,0.2908999999999935,uh-huh
q1ec3,f,9,normal,36,acknowledge,86,6,0.28000000000000114,okay
q1ec3,g,9,normal,51,ready,87,7,0.23269999999999413,right
q1ec3,g,9,normal,52,clarify,88,8,0.9689999999999941,take the southwest direction
q1ec3,f,9,normal,37,acknowledge,89,9,0.9370000000000118,passing above it right
q1ec3,g,10,normal,53,ready,90,1,0.16169999999999618,now
q1ec3,g,10,normal,54,query_yn,91,2,0.9867999999999881,do you have a walled city
q1ec3,f,10,normal,38,reply_y,92,3,0.36230000000000473,yes
q1ec3,g,10,normal,55,query_yn,93,4,0.81280000000001,and do you have a desert
q1ec3,f,10,normal,39,reply_y,94,5,0.34089999999997644,yes
q1ec3,g,10,normal,56,ready,95,6,0.08979999999999677,well
q1ec3,g,10,normal,57,instruct,96,7,5.608299999999986,pass from above the apache camp um and over the top of the walled city but between the desert and the walled city
q1ec3,f,10,normal,40,check,97,8,0.6086999999999989,between them
q1ec3,g,10,normal,58,reply_y,98,9,0.2807999999999993,uh-huh
q1ec3,g,10,normal,59,clarify,99,10,1.4410000000000025,so that's over the top of the walled city
q1ec3,f,10,normal,41,acknowledge,100,11,0.505500000000012,right okay
q1ec3,g,10,normal,60,acknowledge,101,12,0.5031999999999925,okay
q1ec3,f,10,normal,42,explain,102,13,1.1839999999999975,but i'm that's not in a straight line
q1ec3,g,10,normal,61,acknowledge,103,14,0.6298999999999921,oh that's fair enough
q1ec3,g,10,normal,62,clarify,104,15,1.3496000000000095,right just just go between those two
q1ec3,f,10,normal,43,acknowledge,105,16,1.011099999999999,right okay right okay
q1ec3,g,10,normal,63,align,106,17,0.37069999999999936,right
q1ec3,f,10,normal,44,reply_y,107,18,0.319500000000005,right
q1ec3,g,11,normal,64,ready,108,1,0.6282999999999959,and then
q1ec3,f,11,normal,45,explain,109,2,0.7623999999999853,okay i'm between
q1ec3,g,11,normal,65,instruct,110,3,1.4492999999999938,continue south
q1ec3,f,11,normal,46,acknowledge,111,4,0.3854000000000042,okay
q1ec3,g,11,normal,66,align,112,5,0.1799000000000035,right
q1ec3,g,11,normal,67,instruct,113,6,0.43770000000000664,until
q1ec3,g,11,normal,68,query_yn,114,7,2.297499999999985,do you you you have no carved wooden pole at all
